0,nospec_no_specifier_test,1574932608,0
1,nospec_empty_string,1574932608,0
2,nospec_some_escaped_chars,1574932608,0
3,nospec_successive_5_5,1574932608,0
4,nospec_successive_2_9,1574932608,0
5,nospec_successive_8_3,1574932608,0
6,pct_basic,1574932608,1574932423
7,pct_5w,1574932608,1574932487
8,pct_5wlj,1574932608,1574932487
9,pct_5wzp,1574932608,1574932487
10,pct_5wljzp,1574932289,1574932608
11,nocrash_nullspec_basic,1574932608,0
12,nocrash_nullspec_5w,0,1574932608
13,nocrash_nullspec_5wzp,0,1574932608
14,nocrash_nullspec_5wzplj,0,1574932608
15,nocrash_nullspec_5wlj,0,1574932608
16,s_basic_string_expansion,1574932608,1574932423
17,s_only_string_expansion,1574932608,1574932423
18,s_two_string_expansions,1574932608,1574932423
19,s_two_string_expansions2,1574932608,1574932423
20,s_empty_string_expansion,1574932608,1574932423
21,s_full_then_empty_string,1574932608,1574932423
22,s_empty_then_full_string,1574932608,1574932423
23,s_three_strings,1574932608,1574932423
24,s_space_padded_field_width,1574932608,1574932487
25,s_space_padded_field_width2,1574932608,1574932487
26,s_space_padded_over_field_width,1574932608,1574932487
27,s_space_padded_field_width_lj,1574932608,1574932487
28,s_space_padded_field_width2_lj,1574932608,1574932487
29,s_space_padded_over_field_width_lj,1574932608,1574932487
30,s_string_prec_notrunc,1574932608,1574932487
31,s_string_prec_trunc,1574932608,1574932487
32,s_string_prec_default,1574932608,1574932423
33,s_string_prec_zero,1574932608,1574932487
34,s_two_strings_prec_2trunc,1574932608,1574932487
35,s_two_strings_prec_1trunc_a,1574932608,1574932487
36,s_two_strings_prec_1trunc_b,1574932608,1574932487
37,s_two_strings_prec_0trunc,0,1574932608
38,s_string_prec_width_notrunc,0,1574932608
39,s_string_prec_width_trunc,0,1574932608
40,s_string_prec_width_notrunc_lj,0,1574932608
41,s_string_prec_width_trunc_lj,0,1574932608
42,s_two_s_prec_width_2fit_0trunc,0,1574932608
43,s_two_s_prec_width_1fit_a_0trunc,0,1574932608
44,s_two_s_prec_width_1fit_b_0trunc,0,1574932608
45,s_two_s_prec_width_0fit_0trunc,0,1574932608
46,s_two_s_prec_width_2fit_1trunc_a,0,1574932608
47,s_two_s_prec_width_1fit_a_1trunc_a,0,1574932608
48,s_two_s_prec_width_1fit_b_1trunc_a,0,1574932608
49,s_two_s_prec_width_0fit_1trunc_a,0,1574932608
50,s_two_s_prec_width_2fit_1trunc_b,0,1574932608
51,s_two_s_prec_width_1fit_a_1trunc_b,0,1574932608
52,s_two_s_prec_width_1fit_b_1trunc_b,0,1574932608
53,s_two_s_prec_width_0fit_1trunc_b,0,1574932608
54,s_two_s_prec_width_2fit_2trunc,0,1574932608
55,s_two_s_prec_width_1fit_a_2trunc,0,1574932608
56,s_two_s_prec_width_1fit_b_2trunc,0,1574932608
57,s_two_s_prec_width_0fit_2trunc,0,1574932608
58,s_two_s_prec_width_2trunc,1574932608,1574932487
59,s_two_strings_lj_and_rj,1574932608,1574932487
60,s_two_strings_rj_and_lj,1574932608,1574932487
61,s_null_basic_string_expansion,0,1574932608
62,s_null_only_string_expansion,0,1574932608
63,s_null_space_padded_field_width,0,1574932608
